arm,step,critic/score/mean,actor/pg_loss,actor/entropy,actor/grad_norm,response_length/mean,response_length/clip_ratio,training/num_turns/mean,timing_s/step,timing_s/gen,timing_s/update_actor,perf/throughput
9B GRPO-32K,88,0.9482421875,0.004278501219232567,0.22124400734901428,0.10219636745750904,4990.962890625,0.0009765625,,1192.495615885593,932.205316208303,214.2118017403409,634.0738195825304
9B GRPO-32K,89,0.9296875,0.004700042427430162,0.2406662404537201,0.12323815748095512,5406.384765625,0.0009765625,,859.7711365185678,574.6442621378228,236.07128720451146,940.1214063465412
9B GRPO-32K,90,0.9033203125,-0.0025114628588198684,0.21179206669330597,0.11440190766006708,5434.21875,0.0009765625,,758.5216977121308,446.7756921723485,233.10657675098628,1073.1294865462385
9B GRPO-32K,91,0.8818359375,0.005985050662275171,0.22571450471878052,0.1117300670593977,5387.916015625,0.0068359375,,731.7879377482459,452.2920272704214,228.7391902450472,1100.030771861311
9B GRPO-32K,92,0.923828125,0.005205631559874746,0.2430819272994995,0.13679041899740696,5828.2568359375,0.0048828125,,762.2512647723779,460.0505212340504,250.18342995643616,1131.7893650955375
9B GRPO-32K,93,0.8818359375,0.022394267507479526,0.2635994851589203,0.10947016347199678,6180.03515625,0.0068359375,,809.360922517255,490.43141592200845,264.28217865433544,1122.1860047000685
9B GRPO-32K,94,0.9091796875,0.016363335617825214,0.24645854532718658,0.14781946875154972,5170.1953125,0.0029296875,,825.2342334622517,555.0721820797771,222.72910858504474,940.4832816300047
9B GRPO-32K,95,0.8759765625,0.005187425740587059,0.2568918466567993,0.1387464851140976,5364.861328125,0.0009765625,,1010.7864864189178,697.0060440870002,234.35811851732433,793.7118875048949
9B GRPO-32K,96,0.9296875,0.005364955559343798,0.249197855591774,0.16164278611540794,4992.83203125,0.0009765625,,794.3794118016958,524.5217965822667,223.62413270957768,949.9346141014743
9B GRPO-32K,97,0.90234375,0.008867054173606448,0.23816505074501038,0.09894216759130359,5618.6611328125,0.0009765625,,712.8930049808696,424.705137392506,237.53164904844016,1174.3706547134184
9B GRPO-32K,98,0.9306640625,0.007711454016316566,0.23824650049209595,0.14687082543969154,5176.7353515625,0.0009765625,,859.2658334095031,586.619287491776,224.75483208615333,908.5117720815527
9B GRPO-32K,99,0.90625,0.02620717231366143,0.24196767807006836,0.12851437740027905,5921.8583984375,0.0068359375,,750.7886532638222,448.23580352123827,249.48973114416003,1168.2180746700737
9B GRPO-32K,100,0.9521484375,0.0056156391656259075,0.25747931003570557,0.12407442927360535,5592.7646484375,0.0009765625,,746.1719153812155,426.1678829891607,238.79031856544316,1116.698253879332
9B SUPO-4Kx8,40,,,,,,,,,,,
9B SUPO-4Kx8,41,0.8818359375,-0.016395773493059096,0.3231068551540375,0.29789595678448677,1623.978515625,0.0009765625,,669.8120605400763,392.10665034491103,190.67903680400923,508.64305089593927
9B SUPO-4Kx8,42,0.82421875,0.009534335666103289,0.3598007261753082,0.36994046717882156,1608.25,0.0009765625,,496.04359146300703,379.98556912201457,89.84220921702217,683.2453958338766
9B SUPO-4Kx8,43,0.845703125,-0.00029170171546866186,0.3717893064022064,0.3856378011405468,1589.7998046875,0.0009765625,,1247.0584041660186,1129.0056237840327,90.64361921697855,275.10940855206866
9B SUPO-4Kx8,44,0.791015625,-0.015396177139336942,0.39288246631622314,0.3655759133398533,1617.0771484375,0.0009765625,,576.5220770030282,458.18427012709435,91.65813896106556,602.5695092300434
9B SUPO-4Kx8,45,0.8359375,0.023543931095673543,0.35943734645843506,0.3295581378042698,1594.93359375,0.0009765625,,529.9115928640822,392.08509033406153,91.847538335016,649.5453763139029
9B SUPO-4Kx8,46,0.888671875,0.0017827783940447262,0.3635300397872925,0.2399042509496212,1647.76171875,0.0009765625,,1429.1843675960554,1309.6597627250012,93.34118185192347,240.98666540784978
9B SUPO-4Kx8,47,0.869140625,0.014090417760598939,0.35054314136505127,0.22106641344726086,1636.697265625,0.0009765625,,497.19610869092867,380.10316006303765,90.71431587892585,695.8788372478518
9B SUPO-4Kx8,48,0.83203125,-0.0019120595025015064,0.3564547002315521,0.2636568509042263,1673.353515625,0.0009765625,,595.8345192410052,474.2991789309308,94.580919294036,588.4416959370266
9B SUPO-4Kx8,49,0.837890625,0.012431045194716717,0.3586723804473877,0.2260471973568201,1670.2568359375,0.0009765625,,504.64903714100365,386.3500384859508,91.72338918503374,692.0544760742658
9B SUPO-4Kx8,50,0.7890625,0.0293145343193828,0.40735042095184326,0.2995487451553345,1674.701171875,0.0009765625,,620.6431944790529,470.3514794090297,92.63086651696358,572.0349923404864
9B SUPO-4Kx8,51,0.8173828125,0.013821414160702261,0.4392768442630768,0.25101728178560734,1615.9287109375,0.0009765625,,765.2933640750125,647.3423440870829,92.2220799389761,452.9271273885302
9B SUPO-4Kx8,52,0.83984375,0.003736593297617219,0.40657198429107666,0.2656972073018551,1666.5361328125,0.0009765625,,518.4507592149312,394.71162998396903,95.91908328805584,675.0443388875663
9B SUPO-4Kx8,53,0.83984375,0.004769100842167973,0.42487773299217224,0.25458522513508797,1630.619140625,0.0009765625,,494.6366203340003,378.0399764600443,90.18636172392871,702.3347761138671
9B SUPO-4Kx8,54,0.8447265625,0.020745831527165137,0.42075204849243164,0.26338159292936325,1594.9228515625,0.0009765625,,522.6178596770624,406.0364521709271,90.25988207804039,658.5909161479552
9B SUPO-4Kx8,55,0.83203125,0.0035829561122682207,0.3905772268772125,0.21481555327773094,1724.3759765625,0.001953125,,784.7343920029234,632.9709714179626,94.1453558789799,446.98197068275465
9B SUPO-4Kx8,56,0.8310546875,0.005964455812318192,0.40950828790664673,0.2502742279320955,1646.265625,0.0009765625,,494.02086314198095,378.1143196360208,89.54301339201629,700.8388224699212
9B SUPO-4Kx8,57,0.8681640625,0.013390344858635217,0.3884136974811554,0.20277005061507225,1682.9912109375,0.0009765625,,855.6495682540117,735.3086668449687,93.97202561702579,406.9763346115816
9B SUPO-4Kx8,58,0.8603515625,0.00791078778274823,0.39059364795684814,0.23072711750864983,1686.7587890625,0.0009765625,,484.8248844969785,366.1079303319566,92.00836002302822,727.7369856253714
9B SUPO-4Kx8,59,0.888671875,-0.010189084682679095,0.38586974143981934,0.1953621031716466,1624.5498046875,0.0009765625,,489.84454735904,370.0159942660248,91.98990137805231,698.148273454878
9B SUPO-4Kx8,60,0.8662109375,0.003101586999036954,0.40305954217910767,0.222270205616951,1675.0263671875,0.0009765625,,508.8592627609614,359.91410627693404,91.54092003393453,679.1000975889302
9B SUPO-4Kx8,61,0.8583984375,0.010305831621735706,0.42436325550079346,0.2796470336616039,1643.966796875,0.0009765625,,496.569654176943,379.96518767403904,90.344488286064,694.8879116907221
9B SUPO-4Kx8,62,0.8505859375,-0.005492800140018517,0.4357737898826599,0.25648751109838486,1592.5947265625,0.0009765625,,684.1640321050072,568.6195320989937,89.97633638000116,494.85848292597217
9B SUPO-4Kx8,63,0.8994140625,0.0026238975224259775,0.43500733375549316,0.19792690128087997,1646.330078125,0.0009765625,,657.3764977679821,540.7682725539198,90.9912119229557,521.7392562169949
9B SUPO-4Kx8,64,0.8466796875,0.009467511388720595,0.4416970908641815,0.20500624179840088,1615.2978515625,0.0009765625,,491.4321698610438,375.99198616400827,89.71740461001173,686.720407610727
9B SUPO-4Kx8,65,0.8955078125,0.005085261574095057,0.43126100301742554,0.18360588140785694,1616.7587890625,0.0009765625,,508.7820387969259,364.0256895440398,87.89547835593112,661.7821568469142
9B SUPO-4Kx8,66,0.890625,0.0141672014933647,0.43590062856674194,0.21444922126829624,1621.744140625,0.0009765625,,510.192754238029,393.9882528949529,89.94288678397425,672.8185027101536
9B SUPO-4Kx8,67,0.8466796875,0.010096274361785618,0.4344893991947174,0.2070850320160389,1681.9208984375,0.0009765625,,1821.5387006029487,1703.1636299500242,91.68298723304179,191.70578142776284
9B SUPO-4Kx8,68,0.8330078125,0.008129664967782446,0.40902113914489746,0.22163176909089088,1601.181640625,0.0009765625,,542.8286330950214,424.1188628108939,92.05152676801663,634.3620325196111
9B SUPO-4Kx8,69,0.8759765625,-0.003952758930680034,0.4090051054954529,0.21746332570910454,1604.58984375,0.0009765625,,512.0547742670169,396.2993166099768,89.43199982796796,667.9800525043792
9B SUPO-4Kx8,70,0.8603515625,0.008096559135083226,0.38616788387298584,0.20368870347738266,1589.8896484375,0.0009765625,,537.7106415149756,390.2241254920373,90.29001786094159,631.555522210252
9B SUPO-4Kx8,71,0.826171875,0.009013640870762174,0.42017021775245667,0.2519587241113186,1674.375,0.0009765625,,774.0237708430504,655.0488197719678,92.70454933994915,457.35142554398516
9B SUPO-4Kx8,72,0.8701171875,0.017150259417576308,0.3737024962902069,0.25057393684983253,1551.4375,0.0009765625,,870.4313243799843,753.5420964779332,90.51241110009141,391.9253770456847
9B SUPO-4Kx8,73,0.83984375,-0.0021374785537773278,0.38302698731422424,0.1992195714265108,1543.0380859375,0.0009765625,,692.9493708759546,579.1818026199471,88.2551676640287,480.0072905464008
9B SUPO-4Kx8,74,0.8515625,0.01356936720185331,0.3747856020927429,0.22139188274741173,1531.6533203125,0.0009765625,,510.6751339249313,394.15184779302217,90.23416749702301,655.8930085858401
9B SUPO-4Kx8,75,0.8564453125,0.01785899278092984,0.3930499851703644,0.22522378899157047,1565.8837890625,0.0009765625,,530.4599357061088,379.8737299880013,91.91091781191062,641.6346967786287
9B SUPO-4Kx8,76,0.8759765625,0.010572481186500227,0.4013786017894745,0.1893855258822441,1553.6162109375,0.0009765625,,502.41766459599603,388.279851235915,88.31113306898624,665.8785082109276
9B SUPO-4Kx8,77,0.853515625,0.0077849631179560674,0.41957274079322815,0.1786678209900856,1603.1435546875,0.0009765625,,495.0011917150114,376.6352659709519,92.091976380907,689.8975814923148
9B SUPO-4Kx8,78,0.865234375,0.014045916141185444,0.4127330183982849,0.19469479657709599,1563.755859375,0.0009765625,,478.5337703509722,365.95599337492604,86.37884388607927,698.7121823288907
9B SUPO-4Kx8,79,0.849609375,0.008557814097002847,0.38931190967559814,0.19404219649732113,1544.0087890625,0.0009765625,,491.05012247897685,376.02418076700997,88.96477439603768,679.0594986854442
9B SUPO-4Kx8,80,0.841796875,0.004288363290470443,0.42932990193367004,0.23836536332964897,1587.876953125,0.0009765625,,1130.0392282609828,978.2952783850487,93.71091370703653,296.9777434332518
9B SUPO-4Kx8,81,0.8837890625,0.008384225267946022,0.3948512077331543,0.22732575703412294,1571.068359375,0.0009765625,,512.7136386199854,396.1689965650439,90.9309117209632,662.9380406475321
9B SUPO-4Kx8,82,0.8642578125,0.028747839888637827,0.45890939235687256,0.2456301748752594,1568.361328125,0.0009765625,,512.1959558970993,394.01890309504233,91.93611506605521,663.8162525209534
9B SUPO-4Kx8,83,0.8232421875,0.0016703679102647584,0.4751026928424835,0.20884130522608757,1619.5048828125,0.0009765625,,668.3231603919994,550.5940930830548,91.32036974991206,512.5271280425022
9B SUPO-4Kx8,84,0.8994140625,-0.002740550316957524,0.4309937357902527,0.15986237674951553,1637.7119140625,0.0009765625,,726.816508609103,612.8215383299394,88.07566055399366,465.534107979344
9B SUPO-4Kx8,85,0.83203125,-0.0029886325737606967,0.4644414782524109,0.22635729983448982,1706.189453125,0.0009765625,,540.3598985909484,388.08942587301135,92.62426325399429,655.8411364798054
9B SUPO-4Kx8,86,0.828125,0.018991884560819017,0.4367213547229767,0.21327492408454418,1703.623046875,0.0009765625,,596.1390457330272,474.382841880084,94.98242861800827,592.1131194585065
9B SUPO-4Kx8,87,0.880859375,-0.0077870340828667395,0.4029954671859741,0.17165261134505272,1697.3369140625,0.0009765625,,627.8715807530098,510.5143396630883,88.90833344892599,554.7169368333135
9B SUPO-4Kx8,88,0.892578125,0.0015319667400035542,0.4143809378147125,0.18902411591261625,1805.404296875,0.0009765625,,748.4321550430031,626.9363472620025,94.86543919495307,485.8683550002019
9B SUPO-4Kx8,89,0.89453125,-0.003012504151286066,0.38449469208717346,0.15411245450377464,1659.95703125,0.0009765625,,632.1723844399676,516.814770795987,89.36230657808483,544.1007998233173
9B SUPO-4Kx8,90,0.8720703125,0.000479896573779115,0.4048674702644348,0.18632463878020644,1659.7236328125,0.0009765625,,1368.5148954479955,1215.0752256519627,93.85426065104548,256.2674883309862
9B SUPO-4Kx8,91,0.83203125,0.0015876130255492171,0.3777528405189514,0.17730586417019367,1722.3994140625,0.0009765625,,515.7679540480021,399.8773664130131,88.99628861702513,679.6392103247575
9B SUPO-4Kx8,92,0.888671875,0.00915192529646447,0.38014206290245056,0.1860615536570549,1691.4912109375,0.0009765625,,1062.8373710990418,942.8526468069758,93.5347823590273,329.93076790044773
9B SUPO-4Kx8,93,0.837890625,-0.008095503920003466,0.41233837604522705,0.2120494283735752,1685.171875,0.0009765625,,521.5373912870418,402.1709566600621,90.99203862797003,673.629553449678
9B SUPO-4Kx8,94,0.8671875,0.005354567980248248,0.4209909439086914,0.18244667910039425,1659.8544921875,0.0009765625,,631.8465446300106,512.566696633934,93.53423743299209,542.8353259426991
9B SUPO-4Kx8,95,0.8466796875,-0.017852782716545335,0.4303521513938904,0.1843311283737421,1738.40625,0.0009765625,,736.0923154869815,584.8975365550723,92.6205849830294,480.981960483816
9B SUPO-4Kx8,96,0.8857421875,0.0002147387476725271,0.40881457924842834,0.21273788437247276,1729.6787109375,0.0009765625,,512.7390270659234,394.31945579801686,91.36528643011115,687.7046243539877
9B SUPO-4Kx8,97,0.845703125,0.007341759839619044,0.4099963307380676,0.20985525660216808,1660.4091796875,0.0009765625,,538.1671154969372,422.29999397706706,89.59941320098005,642.3915360951993
9B SUPO-4Kx8,98,0.8935546875,0.004107034495973494,0.359844446182251,0.20319543033838272,1740.6484375,0.0009765625,,468.10459436895326,347.8320120240096,93.18178912205622,755.2799187468282
9B SUPO-4Kx8,99,0.87890625,0.004071256864335737,0.3796214759349823,0.19430726766586304,1651.6591796875,0.0009765625,,800.3790518050082,683.5854349039728,90.48967425199226,433.53552197232653
9B SUPO-4Kx8,100,0.916015625,-0.007872870950450306,0.3548493981361389,0.19987516850233078,1686.4541015625,0.0009765625,,591.2743074389873,442.40949591994286,89.3657307899557,585.2275257803356
9B GRPO-32K+think,0,,,,,,,,,,,
9B GRPO-32K+think,1,0.818359375,-0.008769250343902968,0.3142349123954773,0.283833771944046,3956.2451171875,0.0029296875,,895.8339206837118,410.0358208026737,375.37767655961215,694.6381027021926
9B GRPO-32K+think,2,0.83984375,-0.0038747950093238614,0.3263591527938843,0.20989713817834854,4107.9794921875,0.0029296875,,631.505727738142,372.0892300326377,196.33405974321067,1016.7910547697437
9B GRPO-32K+think,3,0.822265625,-0.00180125196766312,0.315515398979187,0.21653348207473755,4427.7421875,0.0068359375,,692.9054407449439,416.01530405599624,200.21014134585857,986.3539233653897
9B GRPO-32K+think,4,0.8828125,-3.519693473208463e-05,0.3230219781398773,0.17844557389616966,4242.8896484375,0.0009765625,,597.2578203091398,367.9193640407175,188.71954046096653,1106.3394275155517
9B GRPO-32K+think,5,0.861328125,0.006547340072756924,0.3260391056537628,0.17765015363693237,4435.39453125,0.0009765625,,673.6268410580233,414.16583336517215,195.17235782928765,1016.0840665507916
9B GRPO-32K+think,6,0.890625,0.006347731243295129,0.30224236845970154,0.1784873977303505,4372.5751953125,0.0009765625,,634.516822556965,394.0113957878202,198.9119026986882,1070.6707857836334
9B GRPO-32K+think,7,0.89453125,0.013429162102966075,0.3276791572570801,0.16479114815592766,4661.39453125,0.0009765625,,1066.569745390676,811.5653263088316,211.3878041608259,669.1409568706476
9B GRPO-32K+think,8,0.8583984375,0.00024283316413686862,0.36144235730171204,0.14953534305095673,5493.9853515625,0.0009765625,,891.7532544853166,602.9643182605505,238.5884199719876,922.4627113637799
9B GRPO-32K+think,9,0.87109375,0.005247437813522993,0.40822634100914,0.12604043260216713,6356.8896484375,0.009765625,,849.1094256490469,480.77188635151833,312.2977801328525,1096.9750739582378
9B GRPO-32K+think,10,0.87109375,0.004489737151743611,0.396380215883255,0.14010859094560146,6208.0537109375,0.0107421875,,823.7552774250507,478.2372916666791,259.6619972549379,1105.6813837321606
9B GRPO-32K+think,11,0.8583984375,0.010944465946522541,0.41485339403152466,0.08581484109163284,6994.3466796875,0.017578125,,876.8637974178419,526.3257748782635,288.12790343817323,1154.3860950592411
9B GRPO-32K+think,12,0.8955078125,0.007824450879525102,0.3988587558269501,0.13477233424782753,6791.248046875,0.0048828125,,960.3516973229125,608.9149173907936,281.65442645922303,1029.7610268787573
9B GRPO-32K+think,13,0.8994140625,0.015689692132582422,0.38843801617622375,0.10929307900369167,7040.6953125,0.0048828125,,892.0643772929907,540.6488313525915,291.51423637010157,1140.0746693710523
9B GRPO-32K+think,14,0.84765625,0.005300445045577362,0.40857866406440735,0.11020687595009804,7669.4853515625,0.013671875,,911.1091896453872,530.5042322408408,314.05411654151976,1205.4319476543328
9B GRPO-32K+think,15,0.9130859375,0.014773155198781751,0.42471572756767273,0.10636202618479729,7326.197265625,0.0166015625,,876.4828002201393,512.485601994209,300.6897402573377,1200.8361712695887
9B GRPO-32K+think,16,0.892578125,0.019527679000020726,0.4243682622909546,0.09556221775710583,7689.2373046875,0.015625,,935.592198913917,546.6018570326269,322.71633161604404,1178.8152747321872
9B GRPO-32K+think,17,0.845703125,0.01743451867650947,0.4325389564037323,0.11390623636543751,7924.306640625,0.0205078125,,938.3858330119401,544.7508195079863,324.86896975617856,1205.6994150993366
9B GRPO-32K+think,18,0.884765625,0.020053337495482992,0.34866970777511597,0.11143981106579304,7658.0615234375,0.01953125,,1151.0260094441473,739.3641071356833,344.52145994547755,953.3840816767824
9B GRPO-32K+think,19,0.849609375,0.012526241716841469,0.3947271406650543,0.11305915005505085,8477.5927734375,0.0224609375,,1131.6349409781396,707.0662108343095,353.11382351163775,1062.630563493028
9B GRPO-32K+think,20,0.923828125,0.014315118254671688,0.3879874050617218,0.0958345364779234,7159.7373046875,0.009765625,,881.9505945937708,506.45282406918705,294.163465347141,1173.1636458350292
